OBJECTID,GEOID,Tract Label,Tract Name,Community Reporting Area Name,Community Reporting Area ID,Year,Community Reporting Area Vacancy Rate,Year over Year Vacancy Rate Change,PROPERTIES,UNIT_COUNT,CONCERN,Shape__Area,Shape__Length
2244,53033005305,53.05,Census Tract 53.05,University District,7.2,2013,0.058,-0.003,45,1166,,2292236.61618042,6048.60922233999
2245,53033002600,26,Census Tract 26,Ravenna/Bryant,7.3,2013,0.037,-0.005,5,191,Medium,13398040.1758728,15933.937900155
2246,53033002000,20,Census Tract 20,Northgate/Maple Leaf,8.1,2013,0.029,-0.005,9,206,High,12183878.8231506,15509.5457092747
2247,53033006300,63,Census Tract 63,Madison Park,6.5,2013,0.026,0.002,20,578,High,27750333.3955383,36285.8489218384
2248,53033006600,66,Census Tract 66,Cascade/Eastlake,11.3,2013,0.067,-0.00699999999999999,81,1467,,11110296.8534851,21995.1062951424
2249,53033006900,69,Census Tract 69,Queen Anne,12.3,2013,0.058,-0.00199999999999999,34,468,,9742176.64987183,15666.5439544695
2250,53033006000,60,Census Tract 60,Queen Anne,12.3,2013,0.101,0.00800000000000001,57,765,,14158764.7126465,19123.0326298116
2251,53033005201,52.01,Census Tract 52.01,Wallingford,11.2,2013,0.05,-0.025,20,320,Medium,7536632.48083496,14175.9240617134
2252,53033005000,50,Census Tract 50,Wallingford,11.2,2013,0.047,-0.002,65,1026,Medium,8151942.29489136,11560.148011522
2253,53033008600,86,Census Tract 86,First Hill,6.1,2013,0.087,-0.022,47,1300,,7656616.62564087,11640.7206126296
2254,53033008002,80.02,Census Tract 80.02,Belltown,13.1,2013,0.065,-0.004,14,1131,,2522029.80825806,7998.38246587977
2255,53033007901,79.01,Census Tract 79.01,Central Area/Squire Park,5.3,2013,0.065,0.002,46,913,,2876299.50189209,7879.40433949822
2256,53033007202,72.02,Census Tract 72.02,Cascade/Eastlake,11.3,2013,0.148,0.075,12,1401,,3020075.66329956,7591.70188344636
2257,53033007301,73.01,Census Tract 73.01,Cascade/Eastlake,11.3,2013,0.074,0.017,11,1029,,2699344.10806274,7422.61069281975
2258,53033010302,103.02,Census Tract 103.02,Columbia City,4.2,2013,0.031,-0.039,18,383,Medium,6804418.75059509,11267.2532000827
2259,53033009100,91,Census Tract 91,Pioneer Square/International District,13.3,2013,0.125,-0.00700000000000001,14,912,,4419685.26577759,10608.3854115205
2260,53033009200,92,Census Tract 92,Pioneer Square/International District,13.3,2013,0.037,-0.003,10,321,Medium,3456088.55044556,12687.1211893969
2261,53033011700,117,Census Tract 117,South Beacon Hill/NewHolly,3.4,2013,0,0,0,0,,37826036.2597046,29439.6267373345
2262,53033000500,5,Census Tract 5,Broadview/Bitter Lake,9.1,2013,0,0,0,0,,30294741.0541992,27094.5667843899
2263,53033000601,6.01,Census Tract 6.01,Haller Lake,9.5,2013,0.025,-0.009,17,610,High,15404952.5828857,20078.9564759328
2264,53033003500,35,Census Tract 35,Greenwood/Phinney Ridge,9.3,2013,0.039,-0.003,21,259,Medium,13828061.6665344,16634.3489620973
2265,53033001500,15,Census Tract 15,North Beach/Blue Ridge,10.1,2013,0.051,0,4,59,,12300447.062561,13960.3795463703
2266,53033001400,14,Census Tract 14,North Beach/Blue Ridge,10.1,2013,0.044,-0.002,21,433,Medium,23073388.6559448,30536.3374485091
2267,53033001300,13,Census Tract 13,Licton Springs,9.2,2013,0.057,0,73,897,,12710036.9901733,14881.0870453396
2268,53033003800,38,Census Tract 38,Ravenna/Bryant,7.3,2013,0.409,-0.00600000000000001,6,159,,6722791.39416504,10392.5315540704
2269,53033007001,70.01,Census Tract 70.01,Queen Anne,12.3,2013,0.041,-0.005,50,1377,Medium,3856290.05014038,9530.30256857274
2270,53033004800,48,Census Tract 48,Fremont,11.1,2013,0.034,-0.012,26,265,Medium,13833886.8196411,18822.2365726525
2271,53033005100,51,Census Tract 51,Wallingford,11.2,2013,0.071,0.02,24,350,,9490350.15280151,13462.5915467426
2272,53033008200,82,Census Tract 82,First Hill,6.1,2013,0.045,0.006,12,1214,Medium,4044773.82589722,9102.1403414799
2273,53033010101,101.01,Census Tract 101.01,Columbia City,4.2,2013,0.023,-0.011,8,177,High,9381810.13056946,15311.6567050508
2274,53033012100,121,Census Tract 121,Arbor Heights,1.1,2013,0,0,0,0,,18538900.9337463,25983.6162383482
2275,53033011901,119.01,Census Tract 119.01,Rainier Beach,4.1,2013,0,0,0,0,,18097640.7372589,20485.6455423004
2276,53033000602,6.02,Census Tract 6.02,Haller Lake,9.5,2013,0.043,-0.013,9,396,Medium,25947507.8614197,23221.7047501309
2277,53033000201,2.01,Census Tract 2.01,Olympic Hills/Victory Heights,8.2,2013,0.045,0.01,12,836,Medium,19446176.3249207,18651.5780841956
2278,53033003302,33.02,Census Tract 33.02,Whittier Heights,10.2,2013,0.048,-0.001,53,458,Medium,6749336.48599243,10550.8179265194
2279,53033005304,53.04,Census Tract 53.04,University District,7.2,2013,0,0,0,0,,786047.098052979,4083.12606626598
2280,53033004202,42.02,Census Tract 42.02,Ravenna/Bryant,7.3,2013,0.037,0,5,54,Medium,13141688.4516602,15651.6663663576
2281,53033007404,74.04,Census Tract 74.04,Capitol Hill,6.2,2013,0.051,-0.005,62,1225,,1654579.82751465,5775.69998668964
2282,53033006701,67.01,Census Tract 67.01,Queen Anne,12.3,2013,0.052,-0.003,17,1134,,3639833.1784668,12143.7792365382
2283,53033007800,78,Census Tract 78,Madrona/Leschi,5.1,2013,0.051,0,5,79,,22245158.163269,28746.3735215772
2284,53033007503,75.03,Census Tract 75.03,Capitol Hill,6.2,2013,0.058,-0.008,16,619,,2018614.36813354,6484.38948226953
2285,53033007201,72.01,Census Tract 72.01,Cascade/Eastlake,11.3,2013,0.062,0.013,14,2110,,1622558.90014648,5873.2165106452
2286,53033007203,72.03,Census Tract 72.03,Cascade/Eastlake,11.3,2013,0.052,-0.026,8,424,,6238804.94293213,12493.9648041578
2287,53033010301,103.01,Census Tract 103.01,Columbia City,4.2,2013,0.038,0,4,52,Medium,10792262.4648438,16924.3685147596
2288,53033009900,99,Census Tract 99,North Delridge,2.1,2013,0.104,0.017,20,743,,70254374.707016,64633.6615792341
2289,53033009500,95,Census Tract 95,Mt. Baker/North Rainier,4.4,2013,0.15,-0.00700000000000001,12,140,,27424305.6749573,29618.2112966095
2290,53033009400,94,Census Tract 94,North Beacon Hill/Jefferson Park,3.6,2013,0.052,-0.01,51,501,,18150625.6758423,18874.5831831158
2291,53033011801,118.01,Census Tract 118.01,Rainier Beach,4.1,2013,0.047,-0.007,12,258,Medium,12671173.5070038,15849.8135377743
2292,53033011602,116.02,Census Tract 116.02,Fauntleroy/Seaview,1.2,2013,0.035,-0.00899999999999999,13,113,Medium,16924173.2272644,24704.0405747324
2293,53033011401,114.01,Census Tract 114.01,Roxhill/Westwood,2.4,2013,0.057,0,6,565,,13273369.1432037,17478.0591593666
2294,53033010701,107.01,Census Tract 107.01,High Point,2.2,2013,0.065,0.009,5,214,,15726285.722641,21302.3651802902
2295,53033010602,106.02,Census Tract 106.02,Fauntleroy/Seaview,1.2,2013,0.037,-0.006,21,324,Medium,15462014.0646667,23774.9471378089
2296,53033000900,9,Census Tract 9,Cedar Park/Meadowbrook,8.3,2013,0,0,0,0,,10031158.8856812,20828.1661958069
2297,53033000402,4.02,Census Tract 4.02,Broadview/Bitter Lake,9.1,2013,0.033,-0.007,27,480,Medium,19362220.5229187,21397.1752981976
2298,53033000300,3,Census Tract 3,Haller Lake,9.5,2013,0.024,0,7,83,High,13033864.5966187,17298.0295354457
2299,53033003202,32.02,Census Tract 32.02,Sunset Hill/Loyal Heights,10.3,2013,0.041,-0.00199999999999999,34,345,Medium,10289818.4570313,12945.3948643709
2300,53033003000,30,Census Tract 30,Whittier Heights,10.2,2013,0.04,0.006,24,226,Medium,16072222.0088196,16061.947620856
2301,53033001701,17.01,Census Tract 17.01,Greenwood/Phinney Ridge,9.3,2013,0.059,0.013,33,598,,9609026.08453369,17164.4547776423
2302,53033001600,16,Census Tract 16,North Beach/Blue Ridge,10.1,2013,0.042,0,11,143,Medium,20575392.7101746,23147.6459804202
2303,53033002100,21,Census Tract 21,Wedgwood/View Ridge,7.4,2013,0.032,0,16,188,Medium,14696796.7441101,16139.9218598102
2304,53033003900,39,Census Tract 39,Wedgwood/View Ridge,7.4,2013,0.019,0,8,108,High,10481334.9800415,13200.9092050947
2305,53033007102,71.02,Census Tract 71.02,Queen Anne,12.3,2013,0.078,0.001,23,972,,3615500.8977356,11499.9407456685
2306,53033006702,67.02,Census Tract 67.02,Queen Anne,12.3,2013,0.058,-0.116,32,535,,3280147.99505615,8593.8649046644
2307,53033005401,54.01,Census Tract 54.01,Fremont,11.1,2013,0.052,0.015,33,427,,7892270.58761597,19740.10787087
2308,53033008004,80.04,Census Tract 80.04,Belltown,13.1,2013,0.109,0.06,8,869,,2908326.63348389,14944.9795882911
2309,53033008003,80.03,Census Tract 80.03,Belltown,13.1,2013,0.133,0.061,8,525,,2122043.71142578,8720.99942149515
2310,53033008402,84.02,Census Tract 84.02,Capitol Hill,6.2,2013,0.056,-0.006,40,1403,,1565507.71533203,5220.86848686108
2311,53033007303,73.03,Census Tract 73.03,Cascade/Eastlake,11.3,2013,0.072,0.02,4,531,,3374596.39306641,7984.8635220016
2312,53033010002,100.02,Census Tract 100.02,North Beacon Hill/Jefferson Park,3.6,2013,0.043,-0.002,19,419,Medium,10204645.644455,13732.7653894052
2313,53033011902,119.02,Census Tract 119.02,Rainier Beach,4.1,2013,0,0,0,0,,16290813.6344757,28897.5986341236
2314,53033011802,118.02,Census Tract 118.02,Rainier Beach,4.1,2013,0.06,0,3,67,,12323056.7394714,17201.5467858114
2315,53033004703,47.03,Census Tract 47.03,Ballard,10.4,2013,0.04,-0.007,54,905,Medium,13030918.1381531,18718.8593915212
2316,53033001000,10,Census Tract 10,Cedar Park/Meadowbrook,8.3,2013,0.131,-0.00800000000000001,5,122,,10270271.6852112,13147.0305998084
2317,53033000403,4.03,Census Tract 4.03,Broadview/Bitter Lake,9.1,2013,0.027,-0.005,11,409,High,7881185.92349243,14097.0266947453
2318,53033003201,32.01,Census Tract 32.01,Sunset Hill/Loyal Heights,10.3,2013,0.047,0.014,26,612,Medium,11927788.6225891,32094.5033857248
2319,53033004600,46,Census Tract 46,Green Lake,9.4,2013,0.046,0,7,65,Medium,27829368.7579956,25514.2239990877
2320,53033004702,47.02,Census Tract 47.02,Ballard,10.4,2013,0.072,0.017,37,667,,2867507.734375,6956.44967487604
2321,53033002700,27,Census Tract 27,Green Lake,9.4,2013,0.042,-0.004,23,284,Medium,17058079.2767029,21942.8352783745
2322,53033001800,18,Census Tract 18,Licton Springs,9.2,2013,0.035,-0.004,59,608,Medium,10182882.2714539,13946.100028213
2323,53033005202,52.02,Census Tract 52.02,Wallingford,11.2,2013,0.032,0,45,995,Medium,2865193.63619995,7845.30321659896
2324,53033005303,53.03,Census Tract 53.03,University District,7.2,2013,0,0,0,0,,24349784.4945679,33904.6213661119
2325,53033004402,44.02,Census Tract 44.02,University District,7.2,2013,0.056,0.007,58,1008,,3175021.43328857,7487.97985687102
2326,53033004401,44.01,Census Tract 44.01,University District,7.2,2013,0.135,-0.001,27,318,,7479571.76147461,12948.9751357778
2327,53033005307,53.07,Census Tract 53.07,University District,7.2,2013,0.061,-0.003,18,345,,1399526.47988892,4758.85069026771
2328,53033004101,41.01,Census Tract 41.01,Laurelhurst/Sand Point,7.5,2013,0.014,0,3,71,High,16716852.6628113,24230.1579430562
2329,53033005402,54.02,Census Tract 54.02,Fremont,11.1,2013,0.039,-0.009,40,545,Medium,4993141.86450195,10063.7978469566
2330,53033007700,77,Census Tract 77,Central Area/Squire Park,5.3,2013,0.041,0,20,315,Medium,11391208.2196655,15242.2097594939
2331,53033007502,75.02,Census Tract 75.02,Capitol Hill,6.2,2013,0.081,0.027,58,1100,,3400503.55529785,7403.62929266713
2332,53033007600,76,Census Tract 76,Miller Park,6.4,2013,0.055,0.005,48,744,,6155389.38891602,9906.36833563623
2333,53033010200,102,Census Tract 102,Seward Park,4.3,2013,0.039,0,4,76,Medium,30129079.2078857,33439.4693972433
2334,53033010401,104.01,Census Tract 104.01,Beacon Hill,3.5,2013,0,0,0,0,,17543421.029068,17342.9302013933
2335,53033010402,104.02,Census Tract 104.02,Beacon Hill,3.5,2013,0.056,0,5,71,,18759692.8948212,18925.0430066197
2336,53033010501,105.01,Census Tract 105.01,West Seattle Junction/Genesee Hill,1.3,2013,0.058,-0.028,14,537,,7986746.71530151,12490.0968039152
2337,53033010102,101.02,Census Tract 101.02,Columbia City,4.2,2013,0,0,0,0,,17314610.0391541,22274.170768035
2338,53033009802,98.02,Census Tract 98.02,West Seattle Junction/Genesee Hill,1.3,2013,0.075,-0.005,18,200,,9927510.52307129,12982.7549339758
2339,53033009000,90,Census Tract 90,Judkins Park,5.2,2013,0.046,-0.008,16,478,Medium,9212173.19689941,14319.1029916181
2340,53033026400,264,Census Tract 264,South Park,3.1,2013,0,0,0,0,,461382.048629761,5763.40767367231
2341,53033001201,12.01,Census Tract 12.01,Northgate/Maple Leaf,8.1,2014,0.049,0.002,22,1217,Medium,10851861.641449,15899.7733430541
2342,53033000404,4.04,Census Tract 4.04,Broadview/Bitter Lake,9.1,2014,0.066,0.00600000000000001,8,515,,6791652.7237854,12962.5584131713
2343,53033004901,49.01,Census Tract 49.01,Fremont,11.1,2014,0.054,0.003,108,991,,5350888.21542358,9379.65576684679
2344,53033003601,36.01,Census Tract 36.01,Green Lake,9.4,2014,0.042,-0.007,37,648,Medium,7255879.06799316,11894.2888948854
2345,53033002800,28,Census Tract 28,Greenwood/Phinney Ridge,9.3,2014,0.037,0,33,326,Medium,10637151.8217773,13201.311297987
2346,53033003100,31,Census Tract 31,Sunset Hill/Loyal Heights,10.3,2014,0.036,0,15,112,Medium,23137464.0452271,24704.5678017235
2347,53033006400,64,Census Tract 64,Miller Park,6.4,2014,0.029,0,5,103,High,9726351.90356445,13186.7701844683
2348,53033004301,43.01,Census Tract 43.01,Ravenna/Bryant,7.3,2014,0.029,0,8,69,High,10539780.5728455,17192.703749828
2349,53033002500,25,Census Tract 25,Ravenna/Bryant,7.3,2014,0.031,-0.016,3,64,Medium,10594634.2979736,16442.9685869958
2350,53033002200,22,Census Tract 22,Wedgwood/View Ridge,7.4,2014,0.067,0.018,6,164,,30127208.0188904,28505.8067930163
2351,53033004000,40,Census Tract 40,Laurelhurst/Sand Point,7.5,2014,0.029,0,3,69,High,26374983.680542,27560.0138429836
2352,53033005804,58.04,Census Tract 58.04,Interbay,12.2,2014,0.044,-0.098,36,912,Medium,25124062.7388306,48668.2722430527
2353,53033006800,68,Census Tract 68,Queen Anne,12.3,2014,0.396,0.359,26,543,,7729250.27154541,11275.3773479613
2354,53033008102,81.02,Census Tract 81.02,Downtown Commercial Core,13.2,2014,0.068,0.023,6,381,,5987812.08642578,14339.9950294181
2355,53033008101,81.01,Census Tract 81.01,Downtown Commercial Core,13.2,2014,0.051,0.022,5,885,,2992165.47857666,11427.1467556707
2356,53033007902,79.02,Census Tract 79.02,Central Area/Squire Park,5.3,2014,0.043,-0.00700000000000001,16,644,Medium,4641637.80010986,9715.12087740264
2357,53033007302,73.02,Census Tract 73.02,Cascade/Eastlake,11.3,2014,0.039,-0.023,5,988,Medium,3368769.26522827,7802.42635391176
2358,53033007101,71.01,Census Tract 71.01,Queen Anne,12.3,2014,0.059,-0.005,22,1046,,5328474.60678101,9004.94722654019
2359,53033009300,93,Census Tract 93,Duwamish/SODO,3.3,2014,0.422,0.186,13,765,,102171584.839813,53946.3734519274
2360,53033010502,105.02,Census Tract 105.02,West Seattle Junction/Genesee Hill,1.3,2014,0.169,0.099,24,974,,10504351.3417664,14546.1362419116
2361,53033010001,100.01,Census Tract 100.01,North Beacon Hill/Jefferson Park,3.6,2014,0.028,0,17,248,High,25052474.6053925,25628.9245317132
2362,53033009801,98.01,Census Tract 98.01,West Seattle Junction/Genesee Hill,1.3,2014,0.036,-0.007,21,302,Medium,10814248.9397583,13291.5490832838
2363,53033008900,89,Census Tract 89,Madrona/Leschi,5.1,2014,0.033,0,16,239,Medium,13690717.169342,19328.7463975703
2364,53033026300,263,Census Tract 263,Rainier Beach,4.1,2014,0,0,0,0,,30724.63331604,954.048024444965
2365,53033012000,120,Census Tract 120,Arbor Heights,1.1,2014,0,0,0,0,,15560990.4431915,16787.974281693
2366,53033011101,111.01,Census Tract 111.01,Columbia City,4.2,2014,0.048,0.002,14,521,Medium,12236718.0846863,15552.0743493747
2367,53033011001,110.01,Census Tract 110.01,South Beacon Hill/NewHolly,3.4,2014,0,0,0,0,,11629041.0737,16287.3553131872
2368,53033010800,108,Census Tract 108,Riverview,2.3,2014,0.034,0,3,59,Medium,44087445.2204437,39019.3474976913
2369,53033000800,8,Census Tract 8,Cedar Park/Meadowbrook,8.3,2014,0,0,0,0,,12290810.0239868,15312.0874645944
2370,53033003400,34,Census Tract 34,Greenwood/Phinney Ridge,9.3,2014,0.043,0,9,93,Medium,8472471.71472168,12629.322933575
2371,53033005306,53.06,Census Tract 53.06,University District,7.2,2014,0.038,-0.009,18,680,Medium,2157906.05789185,5954.87262312138
2372,53033004302,43.02,Census Tract 43.02,Ravenna/Bryant,7.3,2014,0.036,-0.014,59,1023,Medium,3564115.6701355,7987.27441919544
2373,53033002400,24,Census Tract 24,Wedgwood/View Ridge,7.4,2014,0,0,0,0,,10359919.7832642,13151.7125244876
2374,53033004102,41.02,Census Tract 41.02,Laurelhurst/Sand Point,7.5,2014,0.021,-0.016,7,487,High,17933927.2689209,23350.8002922279
2375,53033005600,56,Census Tract 56,Magnolia,12.1,2014,0,0,0,0,,32045056.1363831,29943.5055294428
2376,53033006703,67.03,Census Tract 67.03,Queen Anne,12.3,2014,0.072,0.00499999999999999,35,608,,6427171.88375854,10846.4930444777
2377,53033006100,61,Census Tract 61,Montlake/Portage Bay,7.1,2014,0.063,0.003,83,1162,,11959193.7410278,21477.2648301767
2378,53033005700,57,Census Tract 57,Magnolia,12.1,2014,0.043,-0.008,28,352,Medium,53305584.4251709,44506.5655358236
2379,53033005901,59.01,Census Tract 59.01,Queen Anne,12.3,2014,0.039,-0.012,29,389,Medium,8449086.71850586,19075.2924234318
2380,53033008401,84.01,Census Tract 84.01,Capitol Hill,6.2,2014,0.039,-0.012,18,1009,Medium,2700766.60922241,9275.81826751285
2381,53033008300,83,Census Tract 83,First Hill,6.1,2014,0.044,-0.001,13,987,Medium,2561276.49777222,8632.13489440587
2382,53033007501,75.01,Census Tract 75.01,Capitol Hill,6.2,2014,0.058,0.018,87,1863,,3210519.93661499,7219.62364175991
2383,53033009702,97.02,Census Tract 97.02,West Seattle Junction/Genesee Hill,1.3,2014,0.038,0,7,105,Medium,23899907.4262695,28258.7625684306
2384,53033008800,88,Census Tract 88,Central Area/Squire Park,5.3,2014,0.042,0,28,240,Medium,10210038.8581238,13202.5268569703
2385,53033008500,85,Census Tract 85,First Hill,6.1,2014,0.048,0.002,18,884,Medium,4854121.3192749,9025.58161466663
2386,53033026500,265,Census Tract 265,Highland Park,2.5,2014,0,0,0,0,,4617675.48258972,11234.9647811896
2387,53033011601,116.01,Census Tract 116.01,Fauntleroy/Seaview,1.2,2014,0.025,0,6,80,High,16710842.8944397,20011.9659924997
2388,53033011300,113,Census Tract 113,Highland Park,2.5,2014,0.04,-0.012,16,328,Medium,37260682.9683075,27184.1613850878
2389,53033011500,115,Census Tract 115,Roxhill/Westwood,2.4,2014,0.088,0,12,250,,16558652.7529297,19887.3089363241
2390,53033010601,106.01,Census Tract 106.01,Fauntleroy/Seaview,1.2,2014,0.031,0.002,25,381,Medium,11724162.319458,14458.8370353337
2391,53033001202,12.02,Census Tract 12.02,Northgate/Maple Leaf,8.1,2014,0.176,0.135,11,850,,8841145.88363647,13324.9900925288
2392,53033000102,1.02,Census Tract 1.02,Cedar Park/Meadowbrook,8.3,2014,0.04,-0.008,15,643,Medium,15446821.4830017,19552.3623304664
2393,53033004701,47.01,Census Tract 47.01,Ballard,10.4,2014,0.044,-0.019,48,894,Medium,6036028.32614136,13539.0476262898
2394,53033004500,45,Census Tract 45,Wallingford,11.2,2014,0.038,0,3,53,Medium,7222109.8883667,11018.3020934985
2395,53033002900,29,Census Tract 29,Greenwood/Phinney Ridge,9.3,2014,0.066,0.022,25,286,,10614791.1058044,13366.3196709081
2396,53033004201,42.01,Census Tract 42.01,Ravenna/Bryant,7.3,2014,0.034,0,10,178,Medium,13390664.2680969,18286.1439211159
2397,53033007403,74.03,Census Tract 74.03,Capitol Hill,6.2,2014,0.078,0.034,51,1414,,1276089.0690918,5227.49528678734
2398,53033007002,70.02,Census Tract 70.02,Queen Anne,12.3,2014,0.044,-0.003,73,1539,Medium,4746869.84552002,9490.79905735624
2399,53033005803,58.03,Census Tract 58.03,Interbay,12.2,2014,0.055,0.001,32,382,,8956173.42456055,17129.1988103483
2400,53033005902,59.02,Census Tract 59.02,Queen Anne,12.3,2014,0.029,-0.029,10,103,High,11010649.894989,15184.2205727179
2401,53033004902,49.02,Census Tract 49.02,Fremont,11.1,2014,0.051,0.003,62,847,,6448262.3397522,10801.7314915315
2402,53033005801,58.01,Census Tract 58.01,Interbay,12.2,2014,0.027,-0.009,42,1034,High,19618424.2433472,25500.0139546944
2403,53033007406,74.06,Census Tract 74.06,Capitol Hill,6.2,2014,0.055,0.014,42,1154,,1623443.82748413,6764.47724113477
2404,53033007405,74.05,Census Tract 74.05,Capitol Hill,6.2,2014,0.05,0.003,48,1345,Medium,1418974.04168701,5012.79869002574
2405,53033009701,97.01,Census Tract 97.01,Alki/Admiral,1.4,2014,0.043,-0.003,35,395,Medium,19291172.1184692,29764.000341636
2406,53033009600,96,Census Tract 96,Alki/Admiral,1.4,2014,0.052,-0.004,33,443,,19741501.6534882,20745.4059998832
2407,53033008700,87,Census Tract 87,Central Area/Squire Park,5.3,2014,0.05,-0.004,38,479,Medium,7883013.1696167,11432.3842123557
2408,53033011402,114.02,Census Tract 114.02,Roxhill/Westwood,2.4,2014,0.042,0,23,405,Medium,12779277.8645477,17351.055007292
2409,53033011200,112,Census Tract 112,South Park,3.1,2014,0.063,0,15,175,,26463890.0310974,27002.3375751905
2410,53033010900,109,Census Tract 109,Georgetown,3.2,2014,0.036,0,11,110,Medium,51677122.7107849,44978.7538438156
2411,53033011002,110.02,Census Tract 110.02,South Beacon Hill/NewHolly,3.4,2014,0,0,0,0,,18508908.4571838,22511.1267649617
2412,53033011102,111.02,Census Tract 111.02,Seward Park,4.3,2014,0.027,0,22,450,High,13970026.6890106,20411.1700649139
2413,53033010702,107.02,Census Tract 107.02,High Point,2.2,2014,0,0,0,0,,8396926.79307556,14935.9302412484
2414,53033001100,11,Census Tract 11,Olympic Hills/Victory Heights,8.2,2014,0.048,0.005,11,188,Medium,11416399.5888062,14159.1273465597
2415,53033000700,7,Census Tract 7,Olympic Hills/Victory Heights,8.2,2014,0.039,-0.002,53,803,Medium,13932242.3934631,16134.0299149422
2416,53033000202,2.02,Census Tract 2.02,Olympic Hills/Victory Heights,8.2,2014,0.038,-0.011,5,182,Medium,15930118.4908752,17285.8273694368
2417,53033000101,1.01,Census Tract 1.01,Cedar Park/Meadowbrook,8.3,2014,0.048,0.001,35,1361,Medium,4465058.88146973,8662.07421505589
2418,53033003301,33.01,Census Tract 33.01,Whittier Heights,10.2,2014,0.066,-0.00599999999999999,58,624,,7202858.49346924,11177.1813262219
2419,53033003602,36.02,Census Tract 36.02,Green Lake,9.4,2014,0.311,0.247,44,940,,5621886.08477783,11471.0943824279
2420,53033001900,19,Census Tract 19,Northgate/Maple Leaf,8.1,2014,0.023,-0.012,9,516,High,17945171.5240173,18948.4812689278
2421,53033001702,17.02,Census Tract 17.02,Greenwood/Phinney Ridge,9.3,2014,0,0,0,0,,13779275.7612915,17476.4075143324
2422,53033006500,65,Census Tract 65,North Capitol Hill,6.3,2014,0.053,0.01,76,1108,,12352257.7561951,17921.5013322026
2423,53033006200,62,Census Tract 62,Montlake/Portage Bay,7.1,2014,0,0,0,0,,24610619.7424011,40010.5992573485
2424,53033005305,53.05,Census Tract 53.05,University District,7.2,2014,0.058,0,45,1166,,2292236.61618042,6048.60922233999
2425,53033002600,26,Census Tract 26,Ravenna/Bryant,7.3,2014,0.042,0.005,5,191,Medium,13398040.1758728,15933.937900155
2426,53033002000,20,Census Tract 20,Northgate/Maple Leaf,8.1,2014,0.024,-0.005,9,206,High,12183878.8231506,15509.5457092747
2427,53033006300,63,Census Tract 63,Madison Park,6.5,2014,0.029,0.003,20,578,High,27750333.3955383,36285.8489218384
2428,53033006600,66,Census Tract 66,Cascade/Eastlake,11.3,2014,0.066,-0.001,81,1467,,11110296.8534851,21995.1062951424
2429,53033006900,69,Census Tract 69,Queen Anne,12.3,2014,0.053,-0.005,34,468,,9742176.64987183,15666.5439544695
2430,53033006000,60,Census Tract 60,Queen Anne,12.3,2014,0.152,0.051,57,765,,14158764.7126465,19123.0326298116
2431,53033005201,52.01,Census Tract 52.01,Wallingford,11.2,2014,0.131,0.081,21,482,,7536632.48083496,14175.9240617134
2432,53033005000,50,Census Tract 50,Wallingford,11.2,2014,0.047,0,65,1026,Medium,8151942.29489136,11560.148011522
2433,53033008600,86,Census Tract 86,First Hill,6.1,2014,0.062,-0.025,47,1300,,7656616.62564087,11640.7206126296
2434,53033008002,80.02,Census Tract 80.02,Belltown,13.1,2014,0.182,0.117,16,1519,,2522029.80825806,7998.38246587977
2435,53033007901,79.01,Census Tract 79.01,Central Area/Squire Park,5.3,2014,0.049,-0.016,46,913,Medium,2876299.50189209,7879.40433949822
2436,53033007202,72.02,Census Tract 72.02,Cascade/Eastlake,11.3,2014,0.061,-0.087,12,1401,,3020075.66329956,7591.70188344636
2437,53033007301,73.01,Census Tract 73.01,Cascade/Eastlake,11.3,2014,0.077,0.003,13,1453,,2699344.10806274,7422.61069281975
2438,53033010302,103.02,Census Tract 103.02,Columbia City,4.2,2014,0.05,0.019,18,383,Medium,6804418.75059509,11267.2532000827
2439,53033009100,91,Census Tract 91,Pioneer Square/International District,13.3,2014,0.125,0,14,912,,4419685.26577759,10608.3854115205
2440,53033009200,92,Census Tract 92,Pioneer Square/International District,13.3,2014,0.037,0,10,321,Medium,3456088.55044556,12687.1211893969
2441,53033011700,117,Census Tract 117,South Beacon Hill/NewHolly,3.4,2014,0,0,0,0,,37826036.2597046,29439.6267373345
2442,53033000500,5,Census Tract 5,Broadview/Bitter Lake,9.1,2014,0,0,0,0,,30294741.0541992,27094.5667843899
2443,53033000601,6.01,Census Tract 6.01,Haller Lake,9.5,2014,0.021,-0.004,17,610,High,15404952.5828857,20078.9564759328
2444,53033003500,35,Census Tract 35,Greenwood/Phinney Ridge,9.3,2014,0.042,0.003,21,259,Medium,13828061.6665344,16634.3489620973
2445,53033001500,15,Census Tract 15,North Beach/Blue Ridge,10.1,2014,0.051,0,4,59,,12300447.062561,13960.3795463703
2446,53033001400,14,Census Tract 14,North Beach/Blue Ridge,10.1,2014,0.042,-0.00199999999999999,21,433,Medium,23073388.6559448,30536.3374485091
2447,53033001300,13,Census Tract 13,Licton Springs,9.2,2014,0.038,-0.019,73,897,Medium,12710036.9901733,14881.0870453396
2448,53033003800,38,Census Tract 38,Ravenna/Bryant,7.3,2014,0.409,0,6,159,,6722791.39416504,10392.5315540704
2449,53033007001,70.01,Census Tract 70.01,Queen Anne,12.3,2014,0.038,-0.003,50,1377,Medium,3856290.05014038,9530.30256857274
2450,53033004800,48,Census Tract 48,Fremont,11.1,2014,0.049,0.015,26,265,Medium,13833886.8196411,18822.2365726525
